,Id_0,Id,Temporada,Ambito,Codreg,Codprov,Codcom,Numero,Nombre_inc,Utm_este,Utm_norte,Inicio_c,Combus_i,Causa_gene,Causa_espe,Pino_0010,Pino_11_17,Pino_18,Eucalipto,Otras_plan,Total_plan,Arbolado,Matorral,Pastizal,Total_veg,Agricola,Desechos,Total_otra,Sup_t_a,geometry
685,686,686.0,2016.0,EMPRESA,8.0,82.0,8201.0,213010920.0,COLHUE-YENECO,96596.0,5809274.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.6,MULTIPOINT (-2938848.476154329 -4703571.663880227)
686,687,687.0,2016.0,EMPRESA,8.0,82.0,8207.0,175.0,TRANAQUEPE,116463.0,5761161.0,,,Incendios intencionales,2.1.3. ATENTADO INCENDIARIO POR CONFLICTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.4,MULTIPOINT (-2933884.4712544065 -4648740.537443284)
687,688,688.0,2016.0,CONAF,8.0,81.0,8110.0,301.0,CERRO LA U VIII,134763.0,5922534.0,SENDERO,PASTIZAL,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.4,MULTIPOINT (-3029583.766015484 -4791518.800882056)
688,689,689.0,2016.0,CONAF,8.0,81.0,8111.0,303.0,VILLA FRESIA,148725.0,5948323.0,SENDERO,MATORRAL,Incendios intencionales,2.1.6. PROVOCADO POR PERSONA BAJO LA INFLUENCIA DEL ALCOHOL Y/O DROGAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,MULTIPOINT (-3055127.527254159 -4809145.4069818035)
689,690,690.0,2016.0,CONAF,8.0,83.0,8301.0,302.0,VILLA LOS PROFESORES V,200016.0,5847705.0,CAMINO SECUNDARIO,PASTIZAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,MULTIPOINT (-3054953.968946934 -4689280.568806743)
690,691,691.0,2016.0,CONAF,8.0,83.0,8305.0,304.0,ALTO OHIGGINS III,215393.0,5819107.0,OTROS,PASTIZAL,Actividades recreativas,1.4.1. USO DE FUEGO PARA ACTIVIDADES RECREATIVAS EN AREAS NO HABILITADAS (EXCURSIONES PASEANTES ASADOS),0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,MULTIPOINT (-3055512.798286451 -4654710.90276438)
691,692,692.0,2016.0,CONAF,8.0,83.0,8307.0,306.0,NEGRETE,192568.0,5833539.0,CAMINO SECUNDARIO,MATORRAL,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,MULTIPOINT (-3040998.099757469 -4679527.433709256)
692,693,693.0,2016.0,CONAF,8.0,81.0,8107.0,305.0,CORHABIT,143638.0,5927725.0,SENDERO,BASURAL,Quema de desechos,1.8.1. QUEMA DE BASURAS DESECHOS VEGETALES U OTROS NO CLASIFICADOS (DISTINTOS DE VERTEDEROS O BASURALES AUTORIZADOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.3,MULTIPOINT (-3040445.962927507 -4792148.310051054)
693,694,694.0,2016.0,EMPRESA,8.0,82.0,8201.0,213010924.0,ZANJA  LA,101070.0,5821314.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,MULTIPOINT (-2948915.3831561413 -4712675.091913553)
694,695,695.0,2016.0,EMPRESA,8.0,83.0,8305.0,177.0,MAICA PART.,211801.0,5806115.0,,,Incendios intencionales,2.1.3. ATENTADO INCENDIARIO POR CONFLICTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.9,0.0,120.9,120.9,MULTIPOINT (-3045739.790436137 -4644185.9990051165)
695,696,696.0,2016.0,EMPRESA,8.0,83.0,8305.0,178.0,CAMPO AMOR Y OTRO,213029.0,5804024.0,,,Incendios intencionales,2.1.3. ATENTADO INCENDIARIO POR CONFLICTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,1.41,0.0,0.0,0.0,1.41,MULTIPOINT (-3045873.616216543 -4641605.649314189)
696,697,697.0,2016.0,CONAF,8.0,82.0,8202.0,310.0,ZONAS PER,116212.0,5869880.0,LUGARES PICNIC,PLANTACION PINO,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,MULTIPOINT (-2986723.4516965593 -4750911.747725017)
697,698,698.0,2016.0,CONAF,8.0,83.0,8301.0,308.0,VILLA LAS TRANQUERAS III,200424.0,5848677.0,CAMINO SECUNDARIO,PASTIZAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.0,0.0,0.0,0.54,MULTIPOINT (-3055813.8909338205 -4690000.746150399)
698,699,699.0,2016.0,EMPRESA,8.0,82.0,8203.0,213010928.0,STA. MARIA DE CAYUCUPIL,121205.0,5806475.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,MULTIPOINT (-2960562.4659044934 -4688922.970147934)
699,700,700.0,2016.0,CONAF,8.0,84.0,8406.0,309.0,LAS CANOAS,220778.0,5941290.0,OTROS,PASTIZAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.0,0.0,0.0,0.08,MULTIPOINT (-3119967.348294238 -4767896.766906425)
700,701,701.0,2016.0,CONAF,8.0,83.0,8305.0,311.0,RANQUILCO,211848.0,5806234.0,FAENAS AGRICOLAS,CULTIVO AGRICOLA,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,30.0,30.0,32.0,MULTIPOINT (-3045842.6790558947 -4644275.427279102)
701,702,702.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010929.0,SAUCE  EL (PARTE),117936.0,5841991.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0021,0.0,0.0,0.0,0.0021,MULTIPOINT (-2974810.9908849834 -4723869.779677531)
702,703,703.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010930.0,COLCHA  LA,114517.0,5844961.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.015,0.0,0.0,0.0,0.015,MULTIPOINT (-2973043.3626667163 -4728321.532301115)
703,704,704.0,2016.0,CONAF,8.0,83.0,8301.0,315.0,LA ISLA,198095.0,5838929.0,CAMINO SECUNDARIO,PASTIZAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,3.0,0.0,0.0,0.0,3.0,17.0,5.0,10.2,32.2,0.0,0.0,0.0,35.2,MULTIPOINT (-3048854.293084188 -4681920.895085728)
704,705,705.0,2016.0,CONAF,8.0,82.0,8201.0,313.0,SANTA FE IV,88014.0,5826461.0,SENDERO,MATORRAL,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04,MULTIPOINT (-2939185.6874385797 -4723858.347315535)
705,706,706.0,2016.0,EMPRESA,8.0,83.0,8303.0,179.0,TAPIHUE,194377.0,5880963.0,,,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,MULTIPOINT (-3065799.2757506585 -4723479.751154687)
706,707,707.0,2016.0,CONAF,8.0,81.0,8107.0,314.0,VIPLA,144518.0,5928831.0,SENDERO,PASTIZAL,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.24,0.0,0.0,0.0,0.24,MULTIPOINT (-3041807.3816188853 -4792768.818471676)
707,708,708.0,2016.0,CONAF,8.0,82.0,8203.0,316.0,LA ESTACION,112117.0,5807523.0,CASA O REFUGIO,MATORRAL,Actividades recreativas,1.4.5. NI?OS JUGANDO CON FUEGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,MULTIPOINT (-2952545.8621989535 -4694348.91469392)
708,709,709.0,2016.0,EMPRESA,8.0,82.0,8206.0,213010934.0,LOS ALAMOS Y SAN AMBROSIO,105238.0,5826927.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.005,MULTIPOINT (-2955559.4351918 -4715908.549948411)
709,710,710.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070860.0,MI CIELO,157262.0,5938467.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,MULTIPOINT (-3058463.398943739 -4795745.3294572905)
710,711,711.0,2016.0,EMPRESA,8.0,81.0,8107.0,213070862.0,EL PORVENIR 2 FBB,151370.0,5928588.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,MULTIPOINT (-3048156.058503043 -4789247.403271697)
711,712,712.0,2016.0,CONAF,8.0,81.0,8102.0,317.0,ISLA SANTA MARIA,96855.0,5895606.0,SENDERO,PASTIZAL,Faenas agricolas y pecuarias,1.2.4. QUEMA ILEGAL CON OTROS FINES AGRICOLAS (QUEMA SANITARIA OTRAS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,MULTIPOINT (-2980964.0448710937 -4784429.418407997)
712,713,713.0,2016.0,EMPRESA,8.0,82.0,8202.0,213010940.0,PLAYA NORTE,127769.0,5877585.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.005,MULTIPOINT (-3001320.99126619 -4752563.820403295)
713,714,714.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010941.0,HIJUELA #3,113736.0,5843849.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,MULTIPOINT (-2971769.440119128 -4727656.767328903)
714,715,715.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070865.0,LOS ALTILLOS FBB,147410.0,5937661.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.15,MULTIPOINT (-3048775.1329561644 -4799711.843454018)
715,716,716.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070866.0,SN JUAN FBB,150581.0,5940632.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.33,MULTIPOINT (-3053193.389183424 -4800995.044753324)
716,717,717.0,2016.0,EMPRESA,8.0,84.0,8414.0,3540.0,INCENDIO PROPIO EL GUANACO,172484.0,5988116.0,,,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,MULTIPOINT (-3096600.031297386 -4835416.125517026)
717,718,718.0,2016.0,EMPRESA,8.0,82.0,8202.0,213010943.0,RAQUI RESERVA 4,98197.0,5864180.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,MULTIPOINT (-2967044.8053726964 -4754281.0539964195)
718,719,719.0,2016.0,CONAF,8.0,83.0,8301.0,318.0,CANCHA RAYADA VIII,194760.0,5864999.0,SENDERO,PASTIZAL,Incendios intencionales,2.1.5. PROVOCADO POR PERSONA ENFERMA (LOCO O DEMENTE EXCLUIDO EL PIROMANO),0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.6,MULTIPOINT (-3058407.041955657 -4708194.528918365)
719,720,720.0,2016.0,CONAF,8.0,83.0,8301.0,320.0,VILLA LAS TRANQUERAS IV,200358.0,5848458.0,CAMINO SECUNDARIO,PASTIZAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,0.0,0.0,0.0,4.7,MULTIPOINT (-3055644.66397631 -4689825.832184527)
720,721,721.0,2016.0,CONAF,8.0,83.0,8301.0,319.0,VILLA GENESIS IV,198490.0,5848360.0,OTROS,MATORRAL,Quema de desechos,1.8.1. QUEMA DE BASURAS DESECHOS VEGETALES U OTROS NO CLASIFICADOS (DISTINTOS DE VERTEDEROS O BASURALES AUTORIZADOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04,MULTIPOINT (-3053830.4806279507 -4690644.214503419)
721,722,722.0,2016.0,CONAF,8.0,82.0,8207.0,323.0,SAN RAMON COSTA,113279.0,5769164.0,CAMINO SECUNDARIO,PLANTACION PINO,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,1.24,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,MULTIPOINT (-2934836.045958037 -4657808.237004949)
722,723,723.0,2016.0,CONAF,8.0,81.0,8111.0,322.0,CARLOS MANS,146599.0,5939387.0,SENDERO,MATORRAL,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,MULTIPOINT (-3048837.725118813 -4801729.753476085)
723,724,724.0,2016.0,CONAF,8.0,83.0,8301.0,321.0,VILLA NAHUELBUTA,200779.0,5848380.0,SENDERO,PASTIZAL,Actividades recreativas,1.4.5. NI?OS JUGANDO CON FUEGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.0,0.0,0.53,MULTIPOINT (-3056004.7554703127 -4689546.729070075)
724,725,725.0,2016.0,EMPRESA,8.0,82.0,8206.0,213010948.0,CUYINCO ALTO,111751.0,5829708.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074,0.0,0.0074,0.0,0.0,0.0,0.0074,MULTIPOINT (-2963025.5816492434 -4715345.885663424)
725,726,726.0,2016.0,CONAF,8.0,83.0,8305.0,324.0,ALTO OHIGGINS IV,214381.0,5818609.0,SENDERO,PASTIZAL,Actividades recreativas,1.4.1. USO DE FUEGO PARA ACTIVIDADES RECREATIVAS EN AREAS NO HABILITADAS (EXCURSIONES PASEANTES ASADOS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.31,0.41,0.0,0.0,0.0,0.41,MULTIPOINT (-3054311.2337434473 -4654735.968617646)
726,727,727.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010950.0,COLCHA  LA,115263.0,5847492.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,MULTIPOINT (-2974973.8396432726 -4730336.302251095)
727,728,728.0,2016.0,EMPRESA,8.0,81.0,8106.0,213010952.0,LOTA,131872.0,5887570.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,MULTIPOINT (-3010010.7056184863 -4759977.644117655)
728,729,729.0,2016.0,EMPRESA,8.0,84.0,8413.0,213070880.0,PERAL DEL BAUL,187195.0,5918830.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.31,0.0,0.0,0.0,0.0,0.31,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.51,MULTIPOINT (-3077317.1686984478 -4762781.88108162)
729,730,730.0,2016.0,EMPRESA,8.0,82.0,8202.0,213010956.0,PLAYA NORTE,127790.0,5877565.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.028,0.0,0.0,0.0,0.028,MULTIPOINT (-3001331.073475245 -4752534.841019535)
730,731,731.0,2016.0,CONAF,8.0,83.0,8301.0,325.0,SOCABIO,206116.0,5846348.0,SENDERO,PASTIZAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.26,0.0,0.0,0.0,0.26,MULTIPOINT (-3060061.525019576 -4685020.826161303)
731,732,732.0,2016.0,EMPRESA,8.0,82.0,8206.0,213010957.0,LOS ALAMOS Y SAN AMBROSIO,106282.0,5827774.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.025,0.0,0.0,0.0,0.025,MULTIPOINT (-2956951.4152447614 -4716194.653125925)
732,733,733.0,2016.0,CONAF,8.0,83.0,8301.0,329.0,CHACAYAL,222669.0,5851741.0,SENDERO,PASTIZAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,2.5,0.0,2.5,0.0,4.0,8.0,12.0,0.0,0.0,0.0,14.5,MULTIPOINT (-3078364.9479236207 -4682048.244483829)
733,734,734.0,2016.0,EMPRESA,8.0,83.0,8307.0,186.0,PARCELAS GRANEROS PART.,183256.0,5826429.0,,,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,MULTIPOINT (-3028729.3390511055 -4677365.344749287)
734,735,735.0,2016.0,EMPRESA,8.0,82.0,8202.0,213010958.0,PLAYA NORTE,127057.0,5877136.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.12,MULTIPOINT (-3000433.824052442 -4752485.872562412)
735,736,736.0,2016.0,CONAF,8.0,81.0,8102.0,333.0,CERRO LA COLONIA,129192.0,5895121.0,SENDERO,MATORRAL,Incendios de causa desconocida,4.1.1. DESCONOCIDA (SE INVESTIGA PERO NO ES POSIBLE ESTABLECER LA CAUSA ORIGEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,MULTIPOINT (-3011133.9446821795 -4768380.568897555)
736,737,737.0,2016.0,CONAF,8.0,83.0,8301.0,334.0,LA ISLA II,198095.0,5838929.0,CAMINO SECUNDARIO,PASTIZAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,MULTIPOINT (-3048854.293084188 -4681920.895085728)
737,738,738.0,2016.0,CONAF,8.0,81.0,8111.0,332.0,EL SANTO VIII,147482.0,5939702.0,SENDERO,MATORRAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,MULTIPOINT (-3049822.140315071 -4801603.531675454)
738,739,739.0,2016.0,EMPRESA,8.0,82.0,8206.0,213010959.0,CUYINCO ALTO,112270.0,5829850.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0,0.0088,0.0,0.0,0.0,0.0088,MULTIPOINT (-2963581.907706092 -4715226.401553681)
739,740,740.0,2016.0,EMPRESA,8.0,82.0,8206.0,213010960.0,LOS ALAMOS Y SAN AMBROSIO,105422.0,5827563.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.0,0.0,0.0,0.32,MULTIPOINT (-2956041.827482128 -4716415.56854333)
740,741,741.0,2016.0,EMPRESA,8.0,84.0,8415.0,213070891.0,VELENUNQUE H-2,191280.0,5937686.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.43,0.0,0.0,0.0,1.43,MULTIPOINT (-3090262.2981316675 -4778666.466549285)
741,742,742.0,2016.0,EMPRESA,8.0,81.0,8109.0,213010964.0,QUESERIA,146512.0,5866344.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,0.0,0.85,MULTIPOINT (-3013521.2466894835 -4732899.756696064)
742,743,743.0,2016.0,EMPRESA,8.0,82.0,8205.0,213010965.0,EL DESCABEZADO 2,116784.0,5838878.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,MULTIPOINT (-2972214.8215172975 -4721506.039293706)
743,744,744.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070892.0,SAN JOSE DEL RAYO,156470.0,5937812.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,MULTIPOINT (-3057401.0153509015 -4795506.817713138)
744,745,745.0,2016.0,EMPRESA,8.0,82.0,8206.0,213010966.0,ESTABLEC. ANTIHUALA,112229.0,5821478.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,MULTIPOINT (-2959463.336705899 -4707388.538414752)
745,746,746.0,2016.0,CONAF,8.0,81.0,8112.0,335.0,COSTANERA HUALPEN,134492.0,5918992.0,SENDERO,PASTIZAL,Incendios de causa desconocida,4.1.1. DESCONOCIDA (SE INVESTIGA PERO NO ES POSIBLE ESTABLECER LA CAUSA ORIGEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.13,MULTIPOINT (-3027625.497433338 -4788311.109525453)
746,747,747.0,2016.0,CONAF,8.0,81.0,8102.0,337.0,YOBILO IV,130648.0,5895219.0,CASA O REFUGIO,PASTIZAL,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,1.1,0.0,0.0,0.0,1.1,MULTIPOINT (-3012552.027476284 -4767770.185764527)
747,768,768.0,2016.0,EMPRESA,8.0,81.0,8111.0,213070909.0,SN JUAN FBB,150396.0,5939049.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.84,0.0,0.0,0.0,0.84,MULTIPOINT (-3052259.4217244107 -4799589.396526879)
748,748,748.0,2016.0,CONAF,8.0,83.0,8301.0,339.0,VILLA LOS PROFESORES VI,200726.0,5847113.0,SENDERO,PASTIZAL,Transito de personas  vehiculos o aeronaves,1.7.1. USO DE FUEGO POR TRANSEUNTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,MULTIPOINT (-3055336.5954718655 -4688374.396583553)
749,749,749.0,2016.0,EMPRESA,8.0,82.0,8202.0,213010968.0,PLAYA  LA (C.A.S.A.),125791.0,5875958.0,,,Incendios intencionales,2.1.11. OTROS INTENCIONALES NO CLASIFICADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.12,MULTIPOINT (-2998672.739592649 -4751990.234887751)
750,750,750.0,2016.0,CONAF,8.0,83.0,8301.0,340.0,CUEL II,200974.0,5842275.0,FAENAS AGRICOLAS,CULTIVO AGRICOLA,Faenas agricolas y pecuarias,1.2.8. INCENDIO DE MAQUINARIA AGRICOLA,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.8,MULTIPOINT (-3053210.0280004465 -4683678.453305636)
751,751,751.0,2016.0,CONAF,8.0,83.0,8304.0,343.0,LAJA V,172159.0,5869568.0,SENDERO,PASTIZAL,Incendios intencionales,2.1.8. VANDALISMO (EXCLUIDOS TERRORISMO Y ATENTADO INCENDIARIO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.6,0.0,0.0,0.0,1.6,MULTIPOINT (-3039272.517050417 -4723493.73131218)
752,752,752.0,2016.0,EMPRESA,8.0,81.0,8102.0,191.0,ESCUADRON ALTO PART.,132373.0,5899302.0,,,Incendios intencionales,2.1.6. PROVOCADO POR PERSONA BAJO LA INFLUENCIA DEL ALCOHOL Y/O DROGAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.8,MULTIPOINT (-3016146.2711638846 -4770782.655943055)
